category	de_genes
04142	ENSMUSG00000004207,ENSMUSG00000024781,ENSMUSG00000034707,ENSMUSG00000024413,ENSMUSG00000021939,ENSMUSG00000031447,ENSMUSG00000047126,ENSMUSG00000000594,ENSMUSG00000025232,ENSMUSG00000017760,ENSMUSG00000019818,ENSMUSG00000020198,ENSMUSG00000032359,ENSMUSG00000009090,ENSMUSG00000021824
05150	ENSMUSG00000024164,ENSMUSG00000073418,ENSMUSG00000033860,ENSMUSG00000024863,ENSMUSG00000026874,ENSMUSG00000038521
00790	ENSMUSG00000015806,ENSMUSG00000028766
04260	ENSMUSG00000064370,ENSMUSG00000064351,ENSMUSG00000033161,ENSMUSG00000029467,ENSMUSG00000017778,ENSMUSG00000014313,ENSMUSG00000028464,ENSMUSG00000031231
05143	ENSMUSG00000052305,ENSMUSG00000032083,ENSMUSG00000069917,ENSMUSG00000027962
00030	ENSMUSG00000028307,ENSMUSG00000028980,ENSMUSG00000028961,ENSMUSG00000069805
00300	ENSMUSG00000029695
05014	ENSMUSG00000063856,ENSMUSG00000005089,ENSMUSG00000022982,ENSMUSG00000014077,ENSMUSG00000031628,ENSMUSG00000028599,ENSMUSG00000053436
04910	ENSMUSG00000027513,ENSMUSG00000046794,ENSMUSG00000021069,ENSMUSG00000025153,ENSMUSG00000020190,ENSMUSG00000041798,ENSMUSG00000041237,ENSMUSG00000067279,ENSMUSG00000044167,ENSMUSG00000030244,ENSMUSG00000078650,ENSMUSG00000028991,ENSMUSG00000069805,ENSMUSG00000020027,ENSMUSG00000025006,ENSMUSG00000017776,ENSMUSG00000005534
00471	ENSMUSG00000044005
00290	ENSMUSG00000035202,ENSMUSG00000031299
05322	ENSMUSG00000024164,ENSMUSG00000022181,ENSMUSG00000073418,ENSMUSG00000022149,ENSMUSG00000029656,ENSMUSG00000026874,ENSMUSG00000038521,ENSMUSG00000018102
00670	ENSMUSG00000030088,ENSMUSG00000029009,ENSMUSG00000001155
00524	ENSMUSG00000041798
04974	ENSMUSG00000022462,ENSMUSG00000033161,ENSMUSG00000023243,ENSMUSG00000001435,ENSMUSG00000035000,ENSMUSG00000027820,ENSMUSG00000031502,ENSMUSG00000004098,ENSMUSG00000021999
00900	ENSMUSG00000027875,ENSMUSG00000032047
04930	ENSMUSG00000041798,ENSMUSG00000027690,ENSMUSG00000041237,ENSMUSG00000028991,ENSMUSG00000020027,ENSMUSG00000005534
00604	ENSMUSG00000056091,ENSMUSG00000025232
00061	ENSMUSG00000025153
00052	ENSMUSG00000041798,ENSMUSG00000078650,ENSMUSG00000036073
05215	ENSMUSG00000060803,ENSMUSG00000020122,ENSMUSG00000023067,ENSMUSG00000035041,ENSMUSG00000044167,ENSMUSG00000042406,ENSMUSG00000023944,ENSMUSG00000028991,ENSMUSG00000020048,ENSMUSG00000004221
00511	ENSMUSG00000025232,ENSMUSG00000029119
00592	ENSMUSG00000020777,ENSMUSG00000024665
04940	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000025980
00531	ENSMUSG00000034707,ENSMUSG00000025232
04962	ENSMUSG00000035041,ENSMUSG00000024411,ENSMUSG00000018707,ENSMUSG00000030805
04122	ENSMUSG00000015536
05330	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212
04973	ENSMUSG00000033161,ENSMUSG00000027690,ENSMUSG00000078650,ENSMUSG00000032114
05332	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212
03060	ENSMUSG00000024516,ENSMUSG00000032042
00740	ENSMUSG00000019989
04140	ENSMUSG00000030161,ENSMUSG00000029512
04145	ENSMUSG00000024164,ENSMUSG00000003814,ENSMUSG00000002944,ENSMUSG00000073411,ENSMUSG00000024863,ENSMUSG00000061232,ENSMUSG00000026202,ENSMUSG00000067212,ENSMUSG00000037936,ENSMUSG00000029580,ENSMUSG00000031447,ENSMUSG00000039105,ENSMUSG00000018707
00564	ENSMUSG00000001211,ENSMUSG00000026623,ENSMUSG00000031545,ENSMUSG00000070644,ENSMUSG00000024843,ENSMUSG00000035237,ENSMUSG00000029314
04710	ENSMUSG00000020893,ENSMUSG00000032238
04640	ENSMUSG00000002944,ENSMUSG00000027947,ENSMUSG00000026072,ENSMUSG00000027820,ENSMUSG00000073889,ENSMUSG00000039062
05320	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212
00603	ENSMUSG00000025232
05100	ENSMUSG00000026193,ENSMUSG00000009376,ENSMUSG00000029580,ENSMUSG00000047126,ENSMUSG00000036885,ENSMUSG00000017776
05221	ENSMUSG00000034957,ENSMUSG00000028991,ENSMUSG00000004221,ENSMUSG00000004040,ENSMUSG00000002250
04512	ENSMUSG00000002944,ENSMUSG00000026193,ENSMUSG00000017009,ENSMUSG00000017344,ENSMUSG00000031502,ENSMUSG00000004098,ENSMUSG00000024421,ENSMUSG00000022261
05219	ENSMUSG00000020122,ENSMUSG00000023951,ENSMUSG00000023067
04621	ENSMUSG00000023944,ENSMUSG00000020048,ENSMUSG00000004221,ENSMUSG00000053436
05160	ENSMUSG00000020122,ENSMUSG00000022383,ENSMUSG00000023067,ENSMUSG00000037936,ENSMUSG00000040033,ENSMUSG00000004221,ENSMUSG00000004040,ENSMUSG00000015846,ENSMUSG00000047230,ENSMUSG00000053436
04150	ENSMUSG00000023951,ENSMUSG00000028991,ENSMUSG00000020108,ENSMUSG00000029512
04520	ENSMUSG00000020122,ENSMUSG00000009376,ENSMUSG00000029580,ENSMUSG00000025372,ENSMUSG00000025006,ENSMUSG00000005534
00970	ENSMUSG00000035202,ENSMUSG00000028085,ENSMUSG00000022792
04672	ENSMUSG00000026417,ENSMUSG00000023206
04270	ENSMUSG00000028715,ENSMUSG00000066072,ENSMUSG00000066071,ENSMUSG00000059495,ENSMUSG00000028712,ENSMUSG00000022836,ENSMUSG00000078597,ENSMUSG00000000149,ENSMUSG00000063929
04630	ENSMUSG00000054263,ENSMUSG00000027947,ENSMUSG00000055737,ENSMUSG00000021756,ENSMUSG00000032578,ENSMUSG00000040033,ENSMUSG00000004040,ENSMUSG00000023206,ENSMUSG00000020027,ENSMUSG00000073889
05218	ENSMUSG00000020122,ENSMUSG00000036585,ENSMUSG00000023067,ENSMUSG00000009376,ENSMUSG00000030827
04130	ENSMUSG00000032757,ENSMUSG00000030805
03050	ENSMUSG00000032301,ENSMUSG00000079197
05146	ENSMUSG00000022149,ENSMUSG00000026193,ENSMUSG00000029656,ENSMUSG00000026072,ENSMUSG00000031628,ENSMUSG00000031502,ENSMUSG00000004098,ENSMUSG00000024421
05416	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000029580,ENSMUSG00000031628
04115	ENSMUSG00000023067,ENSMUSG00000031628,ENSMUSG00000062762,ENSMUSG00000029385
04966	ENSMUSG00000039105
00563	ENSMUSG00000021340
04320	ENSMUSG00000020122
03018	ENSMUSG00000025980,ENSMUSG00000020515,ENSMUSG00000048546,ENSMUSG00000036550
04622	ENSMUSG00000034371,ENSMUSG00000004221,ENSMUSG00000053436
00600	ENSMUSG00000038768,ENSMUSG00000024887
05214	ENSMUSG00000020122,ENSMUSG00000023067,ENSMUSG00000028991,ENSMUSG00000057897
04960	ENSMUSG00000033161,ENSMUSG00000005534
04971	ENSMUSG00000033161,ENSMUSG00000029580,ENSMUSG00000022836,ENSMUSG00000057897
05211	ENSMUSG00000023951,ENSMUSG00000009376,ENSMUSG00000024140,ENSMUSG00000017776
05212	ENSMUSG00000020122,ENSMUSG00000023951,ENSMUSG00000004221,ENSMUSG00000004040
05216	ENSMUSG00000015846
05340	ENSMUSG00000004221
05222	ENSMUSG00000026193,ENSMUSG00000004221,ENSMUSG00000015846,ENSMUSG00000031502,ENSMUSG00000024421
00510	ENSMUSG00000030062,ENSMUSG00000024085
00565	ENSMUSG00000022425
04330	ENSMUSG00000049502,ENSMUSG00000010609
04012	ENSMUSG00000020122,ENSMUSG00000023067,ENSMUSG00000028991,ENSMUSG00000057897,ENSMUSG00000017776
04210	ENSMUSG00000026072,ENSMUSG00000014077,ENSMUSG00000004221,ENSMUSG00000031628
05140	ENSMUSG00000024164,ENSMUSG00000053436
04010	ENSMUSG00000015656,ENSMUSG00000020122,ENSMUSG00000036585,ENSMUSG00000026072,ENSMUSG00000020190,ENSMUSG00000042406,ENSMUSG00000014077,ENSMUSG00000025278,ENSMUSG00000030827,ENSMUSG00000033618,ENSMUSG00000004221,ENSMUSG00000003518,ENSMUSG00000031628,ENSMUSG00000000149,ENSMUSG00000061288,ENSMUSG00000053436,ENSMUSG00000017776,ENSMUSG00000061130
04514	ENSMUSG00000017009,ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000027962,ENSMUSG00000047230,ENSMUSG00000022261
04720	ENSMUSG00000042406,ENSMUSG00000014077,ENSMUSG00000057897
04650	ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000014077,ENSMUSG00000031628
03040	ENSMUSG00000015656,ENSMUSG00000039630,ENSMUSG00000018379,ENSMUSG00000002455,ENSMUSG00000059005,ENSMUSG00000063511
04623	ENSMUSG00000004221
05223	ENSMUSG00000020122,ENSMUSG00000015846
04370	ENSMUSG00000023951,ENSMUSG00000014077,ENSMUSG00000053436
04060	ENSMUSG00000054263,ENSMUSG00000020122,ENSMUSG00000027947,ENSMUSG00000023951,ENSMUSG00000026072,ENSMUSG00000055737,ENSMUSG00000021756,ENSMUSG00000009376,ENSMUSG00000023206,ENSMUSG00000028599,ENSMUSG00000073889
05145	ENSMUSG00000015656,ENSMUSG00000004221,ENSMUSG00000031628,ENSMUSG00000004040,ENSMUSG00000024421,ENSMUSG00000053436
00562	ENSMUSG00000021238,ENSMUSG00000030660
05323	ENSMUSG00000023951,ENSMUSG00000039105
04350	ENSMUSG00000007872,ENSMUSG00000020644,ENSMUSG00000018363
05142	ENSMUSG00000024164,ENSMUSG00000003814,ENSMUSG00000004221,ENSMUSG00000053436
05412	ENSMUSG00000029467,ENSMUSG00000029580,ENSMUSG00000044393
05220	ENSMUSG00000023067,ENSMUSG00000004221,ENSMUSG00000017776
04912	ENSMUSG00000020122,ENSMUSG00000042406,ENSMUSG00000057897,ENSMUSG00000053436
00240	ENSMUSG00000022304,ENSMUSG00000033308,ENSMUSG00000021236
04972	ENSMUSG00000033161,ENSMUSG00000029467,ENSMUSG00000060961,ENSMUSG00000021999
05200	ENSMUSG00000026193,ENSMUSG00000020122,ENSMUSG00000036585,ENSMUSG00000023951,ENSMUSG00000034957,ENSMUSG00000023067,ENSMUSG00000044167,ENSMUSG00000009376,ENSMUSG00000030827,ENSMUSG00000023944,ENSMUSG00000028991,ENSMUSG00000020048,ENSMUSG00000004221,ENSMUSG00000031628,ENSMUSG00000004040,ENSMUSG00000024140,ENSMUSG00000015846,ENSMUSG00000041075,ENSMUSG00000031502,ENSMUSG00000024421,ENSMUSG00000002250,ENSMUSG00000017776
05410	ENSMUSG00000029467,ENSMUSG00000029580,ENSMUSG00000028464
04510	ENSMUSG00000026193,ENSMUSG00000020122,ENSMUSG00000023951,ENSMUSG00000009376,ENSMUSG00000029580,ENSMUSG00000025278,ENSMUSG00000017344,ENSMUSG00000022836,ENSMUSG00000031502,ENSMUSG00000004098,ENSMUSG00000024421,ENSMUSG00000017776
04810	ENSMUSG00000026193,ENSMUSG00000020122,ENSMUSG00000036585,ENSMUSG00000059495,ENSMUSG00000029580,ENSMUSG00000021676,ENSMUSG00000030827,ENSMUSG00000022836,ENSMUSG00000056201,ENSMUSG00000000149,ENSMUSG00000025372,ENSMUSG00000017776
04620	ENSMUSG00000016024,ENSMUSG00000004221,ENSMUSG00000053436
00230	ENSMUSG00000028527,ENSMUSG00000041237,ENSMUSG00000028792,ENSMUSG00000021236,ENSMUSG00000019989,ENSMUSG00000024899,ENSMUSG00000024066
04670	ENSMUSG00000029580,ENSMUSG00000027962,ENSMUSG00000047230,ENSMUSG00000053436
05414	ENSMUSG00000029467,ENSMUSG00000029580,ENSMUSG00000028464
04360	ENSMUSG00000059495,ENSMUSG00000009376,ENSMUSG00000014077,ENSMUSG00000025810,ENSMUSG00000056201,ENSMUSG00000006445
04662	ENSMUSG00000014077,ENSMUSG00000004221
05217	ENSMUSG00000041075
04722	ENSMUSG00000042406,ENSMUSG00000010609,ENSMUSG00000057897,ENSMUSG00000053436,ENSMUSG00000017776
05213	ENSMUSG00000020122
04380	ENSMUSG00000026072,ENSMUSG00000040033,ENSMUSG00000004221,ENSMUSG00000053436
04916	ENSMUSG00000035041,ENSMUSG00000041075,ENSMUSG00000057897
04660	ENSMUSG00000014077,ENSMUSG00000004221,ENSMUSG00000053436
04540	ENSMUSG00000020122,ENSMUSG00000026202
04144	ENSMUSG00000015656,ENSMUSG00000020122,ENSMUSG00000073411,ENSMUSG00000061232,ENSMUSG00000067212,ENSMUSG00000009376,ENSMUSG00000047126,ENSMUSG00000018363,ENSMUSG00000041058,ENSMUSG00000027519
04114	ENSMUSG00000014077,ENSMUSG00000020415,ENSMUSG00000057897
04914	ENSMUSG00000023944,ENSMUSG00000053436
05210	ENSMUSG00000031628
03008	ENSMUSG00000021149
04666	ENSMUSG00000056201,ENSMUSG00000017776
04730	ENSMUSG00000000149
04664	ENSMUSG00000053436
04970	ENSMUSG00000033161
04310	ENSMUSG00000014077,ENSMUSG00000027630,ENSMUSG00000041075,ENSMUSG00000057897,ENSMUSG00000002250
03013	ENSMUSG00000037742,ENSMUSG00000069049,ENSMUSG00000022884,ENSMUSG00000026083
04070	ENSMUSG00000030660
04020	ENSMUSG00000020122,ENSMUSG00000029467,ENSMUSG00000014077,ENSMUSG00000016319,ENSMUSG00000022836,ENSMUSG00000057897
04530	ENSMUSG00000029580,ENSMUSG00000028906,ENSMUSG00000047230
04120	ENSMUSG00000019944,ENSMUSG00000018363,ENSMUSG00000041058
04062	ENSMUSG00000040033,ENSMUSG00000004221,ENSMUSG00000004040,ENSMUSG00000017776
04110	ENSMUSG00000023067,ENSMUSG00000020415
00780	
00472	
00730	
00512	
00532	
00533	
00534	
00601	
03015	
03020	
03022	
03030	
03410	
03420	
03430	
03440	
03450	
04080	ENSMUSG00000055737,ENSMUSG00000045092
04340	
04740	ENSMUSG00000057897
04742	
04744	
05310	
00785	
00460	
